"","related_publication_id","related_publication_citation"
"117","","Eastin, R. and Faure, G., 1970. Seasonal variation of the solute content and the Sr87/Sr86 ratio of the Olentangy and Scioto Rivers at Columbus, Ohio."
"118","https://doi.org/10.1016/0016-7037(95)00128-M","Edmond, J.M. et al., 1995. The fluvial geochemistry and denudation rate of the Guayana Shield in Venezuela, Colombia, and Brazil. GeCa, 59(16),3301-3325."
"119","https://doi.org/10.1016/0016-7037(96)00142-1","Edmond, J.M., et al., 1996. Fluvial geochemistry of the eastern slope of the northeastern Andes and its foredeep in the drainage of the Orinoco in Colombia and Venezuela. Geochimica et cosmochimica acta, 60(16), pp.2949-2974."
"120","https://doi.org/10.1016/0016-7037(95)00128-M","Edmond, J.M., Palmer, M.R., Measures, C.I., Grant, B. and Stallard, R.F., 1995. The fluvial geochemistry and denudation rate of the Guayana Shield in Venezuela, Colombia, and Brazil. Geochimica et Cosmochimica acta, 59(16), pp.3301-3325."
"121","https://doi.org/10.1016/j.jas.2013.09.014","Eerkens, J.W., et al., 2014. Tracing the mobility of individuals using stable isotope signatures in biological tissues:""locals"" and ""non-locals"" in an ancient case of violent death from Central California. JAS, 41, pp.474-481."
"122","https://doi.org/10.1002/ajpa.23473","Emery MV, et al. 2018. Mapping the origins of Imperial Roman workers (1st–4th century CE) at Vagnari, Southern Italy, using 87Sr/86Sr and ?18O variability. American Journal of Physical Anthropology 166: 837-850."
"123","https://doi.org/10.1073/pnas.211305498","English, N.B., Betancourt, J.L., Dean, J.S. and Quade, J., 2001. Strontium isotopes reveal distant sources of architectural timber in Chaco Canyon, New Mexico. Proceedings of the National Academy of Sciences, 98(21), pp.11891-11896."
"124","https://doi.org/10.1016/S0047-2484(85)80029-4","Ericson, J.E., 1985. Strontium isotope characterization in the study of prehistoric human ecology. Journal of human evolution, 14(5), pp.503-514."
"125","https://doi.org/10.1016/j.jasrep.2016.05.052","Eriksson, G., et al., 2018. Diet and mobility among Mesolithic hunter-gatherers in Motala (Sweden) - The isotope perspective. J. Archaeol. Sci. Rep. 17, 904–918"
"126","https://doi.org/10.1016/j.palaeo.2019.109291","Esker, D., et al., 2019. Home range of the Columbian mammoths (Mammuthus columbi) and grazing herbivores from the Waco Mammoth National Monument,(Texas, USA) based on strontium isotope ratios from tooth enamel bioapatite. PPP, 534, 109291."
"127","https://doi.org/10.1016/j.apgeochem.2009.07.006","Evans, J., & Bullman, R. (2009). 87Sr/86Sr isotope fingerprinting of Scottish and Icelandic migratory shorebirds. Applied Geochemistry, 24(10), 1927-1933."
"128","doi: https://doi.org/10.1144/0016-76492009-090","Evans, J.A., Montgomery, J., Wildman, G. and Boulton, N., 2010. Spatial variations in biosphere 87Sr/86Sr in Britain. Journal of the geological society, 167(1), pp.1-4."
"129","https://doi.org/10.1006/jasc.1996.0129","Ezzo, J.A., Johnson, C.M. and Price, T.D., 1997. Analytical perspectives on prehistoric migration: a case study from east-central Arizona. Journal of Archaeological Science, 24(5), pp.447-466."
"130","https://doi.org/10.1016/j.chemgeo.2018.09.001","Fan, Q.S., Lowenstein, T.K., Wei. H.C., Yuan, Q., Qin, Z.J., Shan, F.S., Ma, H.Z., 2018. Sr isotope and major ion compositional evidence for formation of Qarhan Salt Lake, western China. Chem. Geol. 497, 128-145."
"131","https://doi.org/10.1007/s10933-009-9353-4","Fan, Y.X., et al., 2010. Potential water sources for Late Quaternary Megalake Jilantai-Hetao, China, inferred from mollusk shell 87Sr/86Sr ratios. J. Paleolimnol. 43, 577-587."
"132","https://doi.org/10.1016/j.gca.2003.09.021.","Farber, E., Vengosh, A., Gavrieli, I., Marie, A., Bullen, T.D., Mayer, B., Holtzman, R., Segal, M. and Shavit, U., 2004. The origin and mechanisms of salinization of the Lower Jordan River. Geochimica et Cosmochimica Acta, 68(9), pp.1989-2006."
"133","https://doi.org/10.1029/JZ068i008p02323","Faure, G., Hurley, P. M., and Fairbairn, H. W. (1963), An estimate of the isotopic composition of strontium in rocks of the Precambrian Shield of North America, J. Geophys. Res., 68(8), 2323– 2329"
"134","https://doi.org/10.1007/s00442-007-0779-y","Feranec, R. S., Hadly, E. A., & Paytan, A. (2010). Isotopes reveal limited effects of middle Pleistocene climate change on the ecology of mid-sized mammals. Quaternary International, 217(1-2), 43-52."
"135","https://doi.org/10.1007/s00442-007-0779-y","Feranec, R.S., Hadly, E.A. & Paytan, A. Determining landscape use of Holocene mammals using strontium isotopes. Oecologia (2007) 153: 943. https://doi.org/10.1007/s00442-007-0779-y"
"136","DOI: 10.1126/sciadv.aay2169","Fernández-Crespo, T., et al., 2020. Multi-isotope evidence for the emergence of cultural alterity in Late Neolithic Europe. Science advances, 6(4), p.eaay2169."
"137","","Feulner F, et al. 2012. Combined isotope analysis indicate restricted mobility of cattle at the Neolithic causewayed enclosure of Champ-Durand, Vendee (France). L'enceinte néolithique de Champ-Durand à Nieul-sur-l'Autise (Vendée). CNRS Editions."
"138","https://doi.org/10.1016/j.chemgeo.2009.09.013","Fiege, K., et al., 2009. Strontium isotopes in Chilean rivers: The flux of unradiogenic continental Sr to seawater. Chemical Geology, 268(3-4), pp.337-343."
"139","https://open.uct.ac.za/server/api/core/bitstreams/d66cb7de-dce5-4805-842a-de1c078da946/content","Finlayson, R., 2022. Spatial analysis of the O-, H-and Sr-isotope composition of Cape Town groundwater (Master's thesis, Faculty of Science)."
"140","","Fisher, Miller, Slater and Crowley unpublished."
"141","https://doi.org/10.1029/WR012i005p01061","Fisher, R. S., and Stueber, A. M. ( 1976), Strontium isotopes in selected streams within the Susquehanna River Basin, Water Resour. Res., 12( 5), 1061– 1068, doi:10.1029/WR012i005p01061."
"142","https://doi.org/10.1039/b616328a","Font, L., Nowell, G. M., Pearson, D. G., Ottley, C. J., & Willis, S. G. (2007). Sr isotope analysis of bird feathers by TIMS: a tool to trace bird migration paths and breeding sites. Journal of Analytical Atomic Spectrometry, 22(5), 513-522."
"143","","Fornander, E., et al., 2015. Identifying mobility in populations with mixed marine/terrestrial diets: Strontium isotope analysis of skeletal material from a passage grave in Resmo, Öland, Sweden., in: The Mobility of Culture in Bronze Age Europe, 183–192."
"144","","Fornander, Elin, Kerstin Lidén, Gunilla Eriksson, and Per Andersson. ""Identifying mobility in populations with mixed marine/terrestrial diets: Strontium isotope analysis of skeletal material from a passage grave in Resmo, Öland, Sweden."" (2015): 183-192."
"145","","Frabel and Crowley Unpublished data"
"146","https://doi.org/10.1016/j.apgeochem.2022.105405","Frank Anja B., et al. A Multi-Proxy, Bioavailable Strontium Isotope Baseline for Southern Almeria, Spain: Using Modern Environmental Samples to Constrain the Isotopic Range of Bioavailable Strontium. Applied Geochemistry, vol. 144, 2022"
"147","https://doi.org/10.1016/j.scitotenv.2021.145181","Frank Anja B., et al. Isotopic Range of Bioavailable Strontium on the Peloponnese Peninsula, Greece: A Multi-Proxy Approach. The Science of the Total Environment, vol. 774, 2021, p. 145181–"
"148","https://doi.org/10.1016/j.scitotenv.2021.148156","Frank Anja B., et al. The Geographic Distribution of Bioavailable Strontium Isotopes in Greece – A Base for Provenance Studies in Archaeology. The Science of the Total Environment, vol. 791, 2021, pp. 148156–14815"
"149","https://doi.org/10.1016/j.jasrep.2017.09.002","Fraser, M., et al., 2018a. New insights on cultural dualism and population structure in the Middle Neolithic Funnel Beaker culture on the island of Gotland. J. Archaeol. Sci. Rep. 17, 325–334."
"150","https://doi.org/10.1371/journal.pone.0219850","Frei KM, et al. (2019) Mapping human mobility during the third and second millennia BC in present-day Denmark. PLoS ONE 14:e0219850."
"151","https://doi.org/10.1111/j.1475-4754.2008.00396.x","FREI, K.M., et al. (2009), PROVENANCE OF ANCIENT TEXTILES—A PILOT STUDY EVALUATING THE STRONTIUM ISOTOPE SYSTEM IN WOOL*. Archaeometry, 51: 252-276."
"152","https://doi.org/10.1007/s12520-011-0087-7","Frei, K.M., Price, T.D. Strontium isotopes and human mobility in prehistoric Denmark. Archaeol Anthropol Sci 4, 103–114 (2012). https://doi.org/10.1007/s12520-011-0087-7"
"153","http://dx.doi.org/10.1016/j.apgeochem.2010.12.006","Frei, KM and Frei, R, The geographic distribution of strontium isotopes in Danish surface waters – A base for provenance studies in archaeology, hydrology and agriculture, Applied Geochemistry, 26(3), 2011, Pages 326-340"
"154","http://dx.doi.org/10.1016/j.apgeochem.2010.12.006","Frei, KM and Frei, R, The geographic distribution of strontium isotopes in Danish surface waters – A base for provenance studies in archaeology, hydrology and agriculture, Applied Geochemistry, Volume 26, Issue 3, 2011, Pages 326-340"
"155","","Freiwald 2011. Reconstructing Maya migration networks: Reconstructing population movement in the Belize River Valley during the late and terminal classic. PhD dissertation, University of Wisconsin, Madison"
"156","https://doi.org/10.1080/14614103.2017.1297012","Freiwald, C., Pugh, T. (2018) The Origins of Early Colonial Cows at San Bernabé, Guatemala: Strontium Isotope Values at an Early Spanish Mission in the Petén Lakes Region of Northern Guatemala, Environmental Archaeology, 23:1, 80-96"
"157","https://doi.org/10.1126/sciadv.ado3529","French, K et al. ""Biomolecular evidence reveals mares and long-distance imported horses sacrificed by the last pagans in temperate Europe."" Science Advances 10, no. 20 (2024): eado3529."
"158","https://doi.org/10.1002/jqs.3262","Funck, J., Bataille, C., Rasic, J., & Wooller, M. (2021). A bio?available strontium isoscape for eastern Beringia: a tool for tracking landscape use of Pleistocene megafauna. Journal of Quaternary Science, 36(1), 76-90."
"159","https://doi.org/10.1016/j.chemgeo.2003.09.009","G Han, CQ Liu. 2004. Water geochemistry controlled by carbonate dissolution: a study of the river waters draining karst-dominated terrain, Guizhou Province, China"
"160","","G Xin, GN Hanson, 1994, Strontium isotope study of the Peconic River watershed, Long Island, New York, Manuscript based on the MS Thesis by Gen Xin, Stony Brook University, call number x GB565.N72 P42 1993."
"161","https://doi.org/10.1016/S0009-2541(97)00074-0","Gaillardet, J., Dupre, B., Allegre, C.J. and Négrel, P., 1997. Chemical and physical denudation in the Amazon River Basin. Chemical geology, 142(3-4), pp.141-173."
"162","https://doi.org/10.1016/j.chemgeo.2003.07.001","Gaillardet, J., Millot, R. and Dupré, B., 2003. Chemical denudation rates of the western Canadian orogenic belt: the Stikine terrane. Chemical Geology, 201(3-4), pp.257-279. Chemical Geology, Volume 201, Issues 3–4, 2003, Pages 257-279"
"163","https://doi.org/10.1016/S0016-7037(99)00081-2","Galy, A., France-Lanord, C., Derry, L.A., 1999. The Strontium isotopic budget of Himalayan rivers in Nepal and Bangladesh. Geochimica et Cosmochimica Acta."
"164","","Geng Xin ""Strontium Isotope Study of the Peconic River Watershed, Long Island, New York, Stony Brook University, 1993."
"165","http://dx.doi.org/10.1016/j.jas.2012.08.024","Giblin, J. I., Knudson, K. J., Bereczki, Z., Pálfi, G., & Pap, I. (2013). Strontium isotope analysis and human mobility during the Neolithic and Copper Age: a case study from the Great Hungarian Plain. J Arch Sci, 40(1), 227-239."
"166","https://doi.org/10.1139/F09-015","Gibson-Reinemer, D.K., et al., 2009. Elemental signatures in otoliths of hatchery rainbow trout (Oncorhynchus mykiss): distinctiveness and utility for detecting origins and movement. Canadian Journal of Fisheries and Aquatic Sciences, 66(4), pp.513-524."
"167","https://doi.org/10.1371/journal.pone.0287787","Gigante, M., Mazzaroil. A., Bonetto, J., Armaroli, E., Cipriani, A., Lugi, F., 2023. Machine learning-based Sr isoscape of southern Sardinia: A tool for bio-geographic studies at the Phoenician-Punic site of Nora. PloS ONE 18(7): e0287787."
"168","https://doi.org/10.1016/0168-9622(87)90045-5","Goldstein, S.J. and Jacobsen, S.B., 1987. The Nd and Sr isotopic systematics of river-water dissolved material: Implications for the sources of Nd and Sr in seawater. Chemical Geology: Isotope Geoscience section, 66(3-4), pp.245-272."
"169","https://doi.org/10.37603/2250.7728.v20.n1.17938","Gómez, P., & Pacheco, A. (2016). Movilidad y dieta en el valle de El Mauro (31° 57'S.-71° 01'W.), Norte Semiárido de Chile, entre 8350-929 CAL. AP. Comechingonia, 20(1), 51-79."
"170","https://doi.org/10.1179/1461957112Y.0000000017","Goude G, Castorina F, Herrscher E, Cabut S, Tafuri MA. 2012. First strontium isotope evidence of mobility in the Neolithic of Southern France. European Journal of Archaeology 15: 421–439."
"171","https://doi.org/10.1002/ajpa.23086","Gregoricka LA, Sheridan SG. 2017. Continuity or conquest? A multi-isotope approach to investigating identity in the Early Iron Age of the Southern Levant. American Journal of Physical Anthropology 162: 73-89."
"172","https://doi.org/10.1371/journal.pone.0113564","Gregoricka, Lesley A., Tracy K. Betsinger, Amy B. Scott, and Marek Polcyn. ""Apotropaic practices and the undead: a biogeochemical assessment of deviant burials in post-medieval Poland."" PloS one 9, no. 11 (2014): e113564."
"173","https://doi.org/10.1002/gea.21545","Grimstead, D. N., Quade, J., & Stiner, M. C. (2016). Isotopic Evidence for Long?Distance Mammal Procurement, Chaco Canyon, New Mexico, USA. Geoarchaeology, 31(5), 335-354."
"174","https://doi.org/10.1016/S0009-2541(99)00247-8","Grosbois, C., Négrel, P., Fouillac, C. and Grimaud, D., 2000. Dissolved load of the Loire River: chemical and isotopic characterization. Chemical Geology, 170(1-4), pp.179-201."
"175","https://doi.org/10.1086/320793","Gross, E.L., Patchett, P.J., Dallegge, T.A., Spencer J.E. (2001). The Colorado River system and Neogene sedimentary formations along its course. Apparent Sr isotopic connections. Journal of Geology, 109 (2001), pp. 449–461"
"176","https://doi.org/10.1016/S0031-0182(03)00282-7","Grove, M.J., et al., 2003. Application of strontium isotopes to understanding the hydrology and paleohydrology of the Altiplano, Bolivia–Peru. Palaeogeography, Palaeoclimatology, Palaeoecology, 194(1-3), pp.281-297."
"177","https://doi.org/10.1016/j.chemgeo.2022.121000","Guiserix, D., et al., 2022. Simultaneous analysis of stable and radiogenic strontium isotopes in reference materials, plants and modern tooth enamel. Chemical Geology, 606, p.121000."
"178","10.1007/s12665-009-0145-y","Guo, Q.H., Wang, Y.X., Liu, W., 2010. O, H, and Sr isotope evidences of mixing processes in two geothermal fluid reservoirs at Yangbajing, Tibet, China. Environ. Earth Sci. 59, 1589-1597."
"179","https://doi.org/10.1371/journal.pone.0173079","Hakenbeck SE, Evans J, Chapman H, Fóthi E (2017) Practising pastoralism in an agricultural environment: An isotopic analysis of the impact of the Hunnic incursions on Pannonian populations. PLoS ONE 12(3): e0173079"
"180","https://doi.org/10.1016/j.jaa.2021.101337","Halperin,C.T., Flynn-Arajdal,Y., Miller Wolf, K.A., Freiwald C. 2021 Terminal Classic residential histories, migration, and foreigners at the Maya site of Ucanal, Petén, Guatemala, Journal of Anthropological Archaeology,Volume 64,101337"
"181","https://doi.org/10.1002/ajpa.23932","Hamilton, et al., 2019. Detecting riparian habitat preferences in ""savanna"" chimpanzees and associated Fauna with strontium isotope ratios: Implications for reconstructing habitat use by the chimpanzee?human last common ancestor. AJPA, 170(4)551-564"
"182","https://doi.org/10.1098/rsos.200760","Hamilton, Marian I., Fernandez, Diego P., Nelson, Sherry V., 2021. Using Strontium Isotopes to Determine Philopatry and Dispersal in Primates: a Case Study from Kibale National Park. Royal Society Open Science, vol. 8, no. 2, 2021, pp. 200760–200760"
"183","https://doi.org/10.1016/j.jseaes.2009.12.016","Han, G.L., Tang, Y., Xu, Z.F., 2010. Fluvial geochemistry of rivers draining karst terrain in Southwest China. J. Asian Earth Sci. 38, 65-75."
"184","https://doi.org/10.1016/S0009-2541(97)00132-0","Harris, N., Bickle, M., Chapman, H., Fairchild, I. and Bunbury, J., 1998. The significance of Himalayan rivers for silicate weathering rates: evidence from the Bhote Kosi tributary. Chemical Geology, 144(3-4), pp.205-220."
"185","http://dx.doi.org/10.1016/j.gca.2013.11.015","Hartman, G. and Richards, M., 2014. Mapping and defining sources of variability in bioavailable strontium isotope ratios in the Eastern Mediterranean. Geochimica et Cosmochimica Acta, 126, pp.250-264."
"186","https://doi.org/10.1038/s42003-024-06233-2","Heddell-Stevens, Phoebe, et al. ""Multi-isotope reconstruction of Late Pleistocene large-herbivore biogeography and mobility patterns in Central Europe."" Communications Biology 7, no. 1 (2024): 568."
"187","https://doi.org/10.1016/j.jas.2008.07.009","Hedman, K.M., Curry, B.B., Johnson, T.M., Fullagar, P.D. and Emerson, T.E., 2009. Variation in strontium isotope ratios of archaeological fauna in the Midwestern United States: a preliminary study. Journal of Archaeological Science, 36(1), pp.64-73."
"188","https://doi.org/10.3406/sgeol.1996.1937","Henry, F., et al., 1996. Nd-Sr isotopic compositions of dissolved and particulate material transported by the Parana and Uruguay rivers during high (December 1993) and low (September 1994) water periods.Sciences Géologiques, 49(1), pp.89-100."
"189","https://doi.org/10.1080/14614103.2017.1316432","Henton E, Ruben I, Palmer C, Martin L, Garrard A, Thirlwall M, Jourdan A-L. 2018. The seasonal mobility of prehistoric gazelle herds in the Azraq Basin, Jordan: Modelling alternative strategies using stable isotopes. Environmental Archaeology 23: 187-199."
"190","","Hieronymus B., et al. (1995). Chimie du fleuve Tocantins et de rivières côtières de l'est du Para (Brésil). In : Boulègue J. Olivry J-C (eds.). Grands bassins fluviaux périatlantiques : Congo, Niger, Amazone. Paris : ORSTOM, 357-374."
"191","https://doi.org/10.1016/j.chemgeo.2011.04.012","Hindshaw, R. S., et al. (2011). Hydrological control of stream water chemistry in a glacial catchment (Damma Glacier, Switzerland). Chemical Geology, 285(1-4), 215-230."
"192","https://doi.org/10.1016/j.jas.2003.10.009","Hodell, D.A., Quinn, R.L., Brenner, M. and Kamenov, G., 2004. Spatial variation of strontium isotopes (87Sr/86Sr) in the Maya region: a tool for tracking ancient human migration. Journal of Archaeological science, 31(5), pp.585-601."
"193","","Holder PW. Isotopes and trace elements as geographic origin markers for biosecurity pests. Doctoral Thesis, Lincoln University.2012. Available from: https://researcharchive.lincoln.ac.nz/bitstream/ handle/10182/5249/Holder_phd.pdf?sequence=3&isAllowed=y."
"194","https://doi.org/10.1016/j.scitotenv.2019.03.387","Hoogewerff, J.A., et al., 2019. Bioavailable 87Sr/86Sr in European soils: A baseline for provenancing studies. Science of The Total Environment, 672, pp.1033-1044"
"195","","Hoppe 1999-Unpublished raw data"
"196","https://doi.org/10.1016/j.yqres.2007.08.001","Hoppe, K.A. and Koch, P.L., 2007. Reconstructing the migration patterns of late Pleistocene mammals from northern Florida, USA. Quaternary Research, 68(3), pp.347-352."
"197","https://doi.org/10.1666/0094-8373(2004)030%3C0129:LPMHSM%3E2.0.CO;2","Hoppe, K.A., 2004. Late Pleistocene mammoth herd structure, migration patterns, and Clovis hunting strategies inferred from isotopic analyses of multiple death assemblages. Paleobiology, 30(1), pp.129-145."
"198","https://doi.org/10.1130/0091-7613(1999)027%3C0439:TMAMRO%3E2.3.CO;2","Hoppe, K.A., Koch, P.L., Carlson, R.W. and Webb, S.D., 1999. Tracking mammoths and mastodons: reconstruction of migratory behavior using strontium isotope ratios. Geology, 27(5), pp.439-442."
"199","https://doi.org/10.1029/1998WR900103","Horton, T. W., et al. ( 1999), Chemical weathering and lithologic controls of water chemistry in a high?elevation river system: Clark's Fork of the Yellowstone River, Wyoming and Montana, Water Resour. Res., 35( 5), 1643– 1655"
"200","https://doi.org/10.1163/21915784-20210008","House Michelle, Sealy Judith, Chirikure Shadreck, le Roux Petrus. Investigating Cattle Procurement at Great Zimbabwe Using 87Sr/86Sr. Journal of African Archaeology, vol. 19, no. 2, 2021, pp. 146–58, https://doi.org/10.1163/21915784-20210008."
"201","https://doi.org/10.1016/S0016-7037(99)00045-9","Huh, Y. and Edmond, J.M., 1999. The fluvial geochemistry of the rivers of Eastern Siberia: III. Tributaries of the Lena and Anabar draining the basement terrain of the Siberian Craton and the Trans-Baikal Highlands. GeCA, 63(7-8), pp.967-987."
"202","https://doi.org/10.1016/S0016-7037(98)00107-0","Huh, Y., et al., 1998. The fluvial geochemistry of the rivers of Eastern Siberia: I. Tributaries of the Lena River draining the sedimentary platform of the Siberian Craton. Geochimica et cosmochimica acta, 62(10), 1657-1676."
"203","https://doi.org/10.1016/S0016-7037(98)00127-6","Huh, Y., et al., 1998. The fluvial geochemistry of the rivers of Eastern Siberia: II. GCA, 62(12):2053-2075."
"204","https://doi.org/10.1016/j.jasrep.2018.09.019","Isaakidou, V., et al., 2019. From texts to teeth: A multi-isotope study of sheep and goat herding practices in the Late Bronze Age ('Mycenaean') polity of Knossos, Crete. Journal of Archaeological Science: Reports, 23, pp.36-56."
"205","https://doi.org/10.1016/S0016-7037(02)01053-0","Jacobson, A.D., Blum, J.D., Chamberlain, C.P., Craw, D. and Koons, P.O., 2003. Climatic and tectonic controls on chemical weathering in the New Zealand Southern Alps. Geochimica et Cosmochimica Acta, 67(1), pp.29-46."
"206","https://doi.org/10.1016/j.jas.2022.105595","James Hannah F., et al. A Large-Scale Environmental Strontium Isotope Baseline Map of Portugal for Archaeological and Paleoecological Provenance Studies. Journal of Archaeological Science, vol. 142, 2022, p. 105595–"
"207","https://doi.org/10.1016/j.jas.2022.105595","James Hannah F., et al. A Large-Scale Environmental Strontium Isotope Baseline Map of Portugal for Archaeological and Paleoecological Provenance Studies. Journal of Archaeological Science, vol. 142, 2022, p. 105595–,"
"208","https://doi.org/10.1016/j.palaeo.2020.109957","Janzen, A., et al. 2020. Spatial variation in bioavailable strontium isotope ratios (87Sr/86Sr) in Kenya and northern Tanzania: Implications for ecology, paleoanthropology, and archaeology. Palaeogeography, Palaeoclimatology, Palaeoecology, 560, p.109957."
"209","10.1021/es901502t","Jiang, Y.J., Wu, Y.X., Yuan, D.X., 2009. Human impacts on karst groundwater contamination deduced by coupled nitrogen with strontium isotopes in the Nandong Underground River System in Yunan, China. Environ. Sci. Technol. 43, 7676-7683."
"210","http://dx.doi.org/10.1007/s10040-009-0480-9","Jin, Z.D., et al., 2009. Constraints on water chemistry by chemical weathering in the Lake Qinghai catchment, northeastern Tibetan Plateau (China): clues from Sr and its isotopic geochemistry. Hydrogeol. J. 17, 2037-2048."
"211","https://doi.org/10.1029/2011JF002002","Jin, Z.D., et al., 2011. Seasonal contributions of catchment weathering and eolian dust to river water chemistry, northeastern Tibetan Plateau: Chemical and Sr isotopic constraints. J. Geophys. Res. 116, F04006."
"212","https://doi.org/10.1130/0016-7606(1972)83[1875:SIGOGS]2.0.CO;2","Jones, L.M. and Faure, G., 1972. Strontium isotope geochemistry of Great Salt Lake, Utah. Geological Society of America Bulletin, 83(6), pp.1875-1880."
"213","http://dx.doi.org/10.4314/wsa.v42i2.05","Jordaan, L.J., Wepener, V., Huizenga, J.M., 2016. The strontium isotope distribution in water and fish within major South African catchments. Water SA 42 (2), 213e224."
"214","","Jorgenson,G., Eerkens, J., Barfod, G., Bartelink, E. 2009 Migration patterns in the prehistoric California Delta: analysis of strontium isotopes. SCA Proceedings, Volume 23"
"215","https://doi.org/10.1111/j.1556-4029.2007.00610.x","Juarez, C.A. (2008), Strontium and Geolocation, the Pathway to Identification for Deceased Undocumented Mexican Border?Crossers: A Preliminary Report*. Journal of Forensic Sciences, 53: 46-49. doi:10.1111/j.1556-4029.2007.00610.x"
"216","https://doi.org/10.1007/s12303-020-0035-6","Jung, M. J., Yim, S. G., Jeong, Y. J., Jeong, G. Y., Ryu, J. S., & Cheong, A. C. S. (2020). Characterization of bioavailable Sr isotopic composition of Jeju Island, Korea. Geosciences Journal, 24, 625-632."
"217","https://doi.org/10.1016/S0009-2541(00)00226-6","K. Semhi, N. Clauer, J.L. Probst, Strontium isotope compositions of river waters as records of lithology-dependent mass transfers: the Garonne river and its tributaries (SW France), Chemical Geology, Volume 168, Issues 3–4, 2000, Pages 173-193"
"218","https://doi.org/10.1016/j.scijus.2023.12.006","Kafino, C.V., et al. (2024). A proof-of-concept study: Determining the geographical origin of Brazilwood (Paubrasilia echinata) with the use of strontium isotopic fingerprinting. Science & Justice, 64(2), 159-165."
"219","https://doi.org/10.1111/1556-4029.13462","Kamenov, G.D. and Curtis, J.H. (2017), Using Carbon, Oxygen, Strontium, and Lead Isotopes in Modern Human Teeth for Forensic Investigations: A Critical Overview Based on Data from Bulgaria. J Forensic Sci, 62: 1452-1459. doi:10.1111/1556-4029.13462"
"220","doi:10.6048/j.issn.1001-4330.2017.06.013","Kang, L., Zhu, J.R., Zhao, D.Y., Liu, H.J., Wang, C., 2017. Strontium isotopes to trace the geographical origin of Ruoqiang Jujube. Xinjiang Agricultural Sciences 54, 1066-1075 (In Chinese)."
"221","https://doi.org/10.1016/S0009-2541(99)00246-6","Karim, Ajaz, and Jan Veizer. ""Weathering processes in the Indus River Basin: implications from riverine carbon, sulfur, oxygen, and strontium isotopes."" Chemical Geology 170.1-4 (2000): 153-177."
"222","","Keefe, K. 2007. A stable isotope analysis of the early Neolithic humans interred in the Sumburgh cist, Shetland. Unpublished M.Sc. Dissertation. University of Bradford, Bradford, UK."
"223","10.1657/1523-0430(2007)39[84:GOSASO]2.0.CO;2","Keller, K., Blum, J.D. and Kling, G.W., 2007. Geochemistry of soils and streams on surfaces of varying ages in arctic Alaska. Arctic, Antarctic, and Alpine Research, 39(1), pp.84-98."
"224","https://doi.org/10.1016/j.chemgeo.2010.02.013","Keller, K., Blum, J.D., Kling, G.W. (2010). Stream geochemistry as an indicator of increasing permafrost thaw depth in an arctic watershed, (2010) Chemical Geology, 273 (1-2), pp. 76-81"
"225","https://doi.org/10.1139/f00-206","Kennedy, B.P., Blum, J.D., Folt, C.L. and Nislow, K.H., 2000. Using natural strontium isotopic signatures as fish markers: methodology and application. Canadian Journal of Fisheries and Aquatic Sciences, 57(11), pp.2280-2292."
"226","https://doi.org/10.1130/0091-7613(1998)026%3C1015:CSOBCD%3E2.3.CO;2","Kennedy, M. J., Chadwick, O. A., Vitousek, P. M., Derry, L. A., & Hendricks, D. M. (1998). Changing sources of base cations during ecosystem development, Hawaiian Islands. Geology, 26(11), 1015-1018."
"227","https://doi.org/10.1073/pnas.152045499","Kennedy, M. J., Hedin, L. O., & Derry, L. A. (2002). Decoupling of unpolluted temperate forests from rock nutrient sources revealed by natural 87Sr/86Sr and 84Sr tracer addition. Proceedings of the National Academy of Sciences, 99(15), 9639-9644."
"228","https://doi.org/10.1007/s10344-007-0152-9","Kierdorf, H., Åberg, G., & Kierdorf, U. (2008). Lead concentrations and lead and strontium stable-isotope ratios in teeth of European roe deer (Capreolus capreolus). European Journal of Wildlife Research, 54(2), 313-319."
"229","https://doi.org/10.1371/journal.pone.0147585","Killgrove K, Montgomery J. 2016. All roads lead to Rome: Exploring human migration to the eternal city through biochemistry of skeletons from two Imperial-era cemeteries (1st-3rd c AD). PLoS ONE 11: e0147585."
"230","","Killgrove K. 2013. Biohistory of the Roman Republic: the potential of isotope analysis of human skeletal remains. European Journal of Post-Classical Archaeologies 3: 41-62."
"231","https://doi.org/10.1371/journal.pone.0104071","Kinaston, R., S. Bedford, M. Richards, S. Hawkins, A. Gray, K. Jaouen, F. Valentin, and H. Buckley. 2014. Diet and human mobility from the lapita to the early historic period on uripiv island, northeast malakula, vanuatu. PloS one 9:e104071."
"232","https://doi.org/10.1371/journal.pone.0002791","Kirby, M. X., Jones, D. S., & MacFadden, B. J. (2008). Lower Miocene stratigraphy along the Panama Canal and its bearing on the Central American Peninsula. PloS one, 3(7), e2791. https://doi.org/10.1371/journal.pone.0002791"
"233","","Kirchner, JOG & Institute for Ground-Water Studies University of the Orange Free State, 1994. Investigation Into the Contribution of Ground Water to the Salt Load of the Breede River, Using Natural Isotopes and Chemical Traces. Water Research Commission."
"234","https://doi.org/10.1016/j.jaa.2018.12.007","Kjällquist, M., Price, T.D., 2019. Mesolithic mobility and social contact networks in south Scandinavia around 7000 BCE: Lithic raw materials and isotopic proveniencing of human remains from Norje Sunnansund, Sweden. J. Anthropol. Archaeol. 53, 186–201."
